Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1089249,2020-03-29 05:38:31,30135235368675,"fraud_Rohan, White and Aufderhar",misc_net,31.24,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,c71a20b2d76c84316473eea5e1c9ae5e,1364535511,39.46358,-95.0902,0
292137,2019-05-23 23:56:27,4538566639857,fraud_Fritsch and Sons,health_fitness,24.98,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,2ab12367bf9aef0a5778c0bab078e88c,1337817387,41.767979,-73.359236,0
555231,2019-08-25 08:42:44,6535328428560433,fraud_Dicki Ltd,grocery_net,100.68,Michelle,Beck,F,2887 Olson Road Suite 439,Minneapolis,MN,55428,45.0632,-93.3811,1022298,Analytical chemist,1967-10-28,abec30ee855215fd6f2b328e560040be,1345884164,44.520399,-93.520768,0
922881,2019-12-31 10:01:08,5456776410929288,"fraud_Heller, Gutmann and Zieme",grocery_pos,167.18,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,daa75f8e43b8e2f5481fa6ba31b7e4be,1356948068,40.849303000000006,-80.47131999999999,0
103521,2019-03-01 16:14:34,2720433095629877,fraud_Corwin-Romaguera,travel,8.28,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,398cd1c469c5bffeefa975b600dfe34b,1330618474,43.925793,-70.355161,0
340122,2019-06-09 20:10:31,3576021480694169,fraud_Johns-Hoeger,entertainment,296.6,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,3d99b8882db3b4cec9b72452c6e40e3b,1339272631,38.391409,-95.850692,0
333922,2019-06-08 02:16:38,4450831335606294,fraud_Rempel PLC,grocery_net,60.49,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,77669436c0eff29743259a98b96e221a,1339121798,34.294106,-95.497106,0
855892,2019-12-16 12:38:34,213156747557083,fraud_Bode-Schuster,kids_pets,28.17,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,48f018e84790d7ce35ac3bfa4ce97ab4,1355661514,33.485722,-119.111274,0
99911,2019-02-28 14:08:26,4952583804639909,"fraud_Hyatt, Russel and Gleichner",health_fitness,189.97,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,603f5aaa9e48c856136fb848aac9398c,1330438106,40.79261,-81.349479,0
240787,2019-04-30 15:40:21,4536996888716062123,"fraud_Ledner, Hartmann and Feest",health_fitness,74.78,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,56e33c12668abf2ae39bf34b2badd372,1335800421,35.471299,-105.607418,0
1190865,2020-05-12 09:12:56,5289285402893489,fraud_Mraz-Herzog,gas_transport,57.06,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,1986-11-24,a8e240320c02a9bba4854888390e89ea,1368349976,45.629533,-123.017527,0
1129345,2020-04-14 21:20:13,4809701904914,"fraud_Mosciski, Ziemann and Farrell",shopping_net,7.32,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,93c4b404a7d51391f7a51009401f608a,1365974413,33.110651000000004,-84.242016,0
777678,2019-11-29 15:56:57,6011893664860915,fraud_Lesch Ltd,shopping_pos,3.24,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,cd04fee77016e6e9bf988d1bf8fa967c,1354204617,40.162495,-105.2286,0
948982,2020-01-15 00:29:27,376012912828093,fraud_Mohr-Bayer,shopping_net,25.12,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969-05-01,4b887aa6bafe3e4561ba03e1f64ad1e0,1358209767,42.354913,-88.139179,0
634348,2019-09-27 08:32:16,2286236465059468,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,2.95,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,4de27cef6fa7a2dd8b800dfd5c326991,1348734736,37.825168,-94.666202,0
501161,2019-08-05 16:34:11,213175487106448,fraud_Langworth LLC,personal_care,13.7,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,81d05a93cf99e4cac4dbeb7a414c6de7,1344184451,32.234131,-100.817139,0
580418,2019-09-02 18:40:54,4990494243023,fraud_Lubowitz-Walter,kids_pets,86.7,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,0b6c7d370294a098953d88a6b7cf16b3,1346611254,40.058821,-79.473811,0
955847,2020-01-19 08:15:04,4425161475596168,"fraud_Streich, Dietrich and Barton",shopping_net,27.39,Brooke,Fisher,F,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927,Drilling engineer,1962-06-27,ffc41e25e8fc32e968d587992331deae,1358583304,32.290002,-100.831007,0
661319,2019-10-08 14:29:41,6011893664860915,fraud_Dietrich-Fadel,health_fitness,39.94,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,1232c2d207e88cc4bb91fc2e606212a0,1349706581,40.38753,-105.46641499999998,0
342836,2019-06-10 14:08:43,4681601008538160,"fraud_Prosacco, Kreiger and Kovacek",home,111.9,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,e202e35828a2d0a32934eba4c5f0de14,1339337323,39.107923,-80.31123199999999,0
733589,2019-11-09 21:54:26,5104807169438134,"fraud_Bahringer, Bergnaum and Quitzon",home,9.02,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,dc85f55876117cba99f0e57541af0d0c,1352498066,41.215244,-73.29813,0
200217,2019-04-13 10:55:57,2280870154157385,fraud_Rau and Sons,grocery_pos,144.01,Katherine,Cooper,F,3854 Lauren Springs Suite 648,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,1967-09-23,f9b49b664873ea39c065903ca7771bb7,1334314557,39.194464,-89.098285,0
120893,2019-03-09 09:41:24,4958589671582726883,fraud_Barrows PLC,shopping_pos,9.21,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,ec62c3f856ff1b854318967eb5411cfd,1331286084,38.444397,-76.930915,0
261228,2019-05-10 10:22:20,2248735346244816,fraud_Schmitt Ltd,misc_net,165.73,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,55abea0555ead88872e8fb746f6e898c,1336645340,37.656254,-100.486097,0
1007320,2020-02-17 21:24:18,4003989662068504,fraud_Windler LLC,kids_pets,52.72,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,0040f8ad9b29cffe8f3af8d457c32086,1361136258,33.138194,-86.455276,0
1210420,2020-05-21 02:42:02,2227671554547514,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,76.43,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",1979-10-22,97b92a0bbcbeda3f0856425169f3e868,1369104122,27.018895,-81.76950699999999,0
1105165,2020-04-05 05:54:20,213125815021702,fraud_Koepp-Witting,grocery_pos,122.5,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,1931-09-12,1d4adeff630efa666bbde643ac9431c3,1365141260,43.01997,-73.868027,0
1124726,2020-04-13 12:08:14,378278619832195,"fraud_Witting, Beer and Ernser",home,56.96,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,8a5914d73427556869aeeeaf0bd47f84,1365854894,43.741929,-122.966232,0
822545,2019-12-09 04:10:00,375767678113375,fraud_McKenzie-Huels,food_dining,148.06,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,4cc5567a6f90716489adb537c3cfc45e,1355026200,38.809737,-79.060949,0
675288,2019-10-14 16:26:35,2703186189652095,fraud_Price Inc,shopping_net,22.89,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,6c1c72f4e2625c5e58fb7e9978664724,1350231995,35.573141,-81.745589,0
643987,2019-09-30 19:48:18,4683520018489354,fraud_Breitenberg LLC,travel,3.52,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,f08eb5226f144615b30a1f7da17b0f9f,1349034498,34.74651,-118.845784,0
795705,2019-12-02 22:21:23,3586008444788268,"fraud_Konopelski, Schneider and Hartmann",food_dining,51.22,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,4bca4a2cff347b42f5a214f4bc80cc8e,1354486883,46.970241,-122.613059,0
865118,2019-12-18 21:04:03,639046421587,"fraud_Reinger, Weissnat and Strosin",food_dining,63.26,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,f68bd13bad15abff9d42640e28284408,1355864643,39.752248,-79.667971,0
617640,2019-09-19 21:29:11,4294040533480516,fraud_Kemmer-Buckridge,misc_pos,2.52,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,d141de916acf9ff2a7bdfb231be5e92b,1348090151,32.718236,-80.974126,0
883435,2019-12-22 20:15:28,4736845434667908128,fraud_Botsford PLC,home,8.65,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,f7c544078075a2c0cff1377de195c2e9,1356207328,44.321104,-74.52436999999999,0
578353,2019-09-02 02:28:39,3540210836308425,fraud_Dicki Ltd,grocery_net,39.85,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,8014a79002daa9843b09186abc1c5725,1346552919,35.582723,-103.339044,0
975237,2020-01-30 18:17:26,4467456915153312231,fraud_Watsica LLC,personal_care,13.9,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,1966-09-16,821d0a17bcb48b70879fb8cfe470c5f4,1359569846,27.337012,-83.244824,0
1118397,2020-04-10 19:01:36,30143535920989,fraud_Kuhn LLC,shopping_pos,3.42,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,10b8ef22669af1bdfa55cfe5834928c5,1365620496,40.643512,-74.385417,0
1121365,2020-04-12 08:05:08,5456712664803820,fraud_Metz-Boehm,shopping_pos,2.55,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,b162a9183f2e608986f734cceee54ddf,1365753908,35.994515,-106.549868,0
480010,2019-07-29 09:48:12,3506042666828517,fraud_Hamill-Daugherty,misc_net,3.98,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,0368aa4426bfb30755daecdf1a9ebe49,1343555292,37.713372,-81.768221,0
467631,2019-07-25 11:11:17,180067151859700,fraud_Kutch and Sons,grocery_pos,179.48,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1992-01-20,44be8d6c6f10fca0153481bab77b39ae,1343214677,42.451939,-88.774277,0
325195,2019-06-04 02:12:27,38199021865320,fraud_Hackett-Lueilwitz,grocery_pos,91.1,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,40aa244a7db55dbce37cf1d05a25d9d3,1338775947,43.60694,-73.056092,0
795261,2019-12-02 20:56:44,4666314527820883145,fraud_Gottlieb Group,kids_pets,53.22,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",1974-06-21,e8984a375d0a0c1e8a943ef84f1d492d,1354481804,40.702803,-97.954518,0
580970,2019-09-02 21:58:53,3518234918950662,"fraud_Little, Gutmann and Lynch",shopping_net,2.08,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,803f5cdfcf9967f0e924ff52146b882d,1346623133,34.582788,-97.104643,0
113022,2019-03-04 23:27:35,342351256941125,fraud_Yost-Rogahn,personal_care,42.07,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,74e63ef4a03f05dd25dd2cafb420c4c5,1330903655,32.189554,-83.426581,0
45196,2019-01-27 21:37:01,4710792708725663,"fraud_Schroeder, Hauck and Treutel",entertainment,3.16,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,ac2b6d53ec54866dafede025bb022508,1327700221,40.477315,-84.550397,0
439708,2019-07-15 02:21:50,6011367958204270,fraud_Simonis-Prohaska,misc_pos,23.7,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,591201b8737abd84c79a12589aa002cc,1342318910,41.976315,-81.580388,0
619326,2019-09-20 19:39:12,374930071163758,fraud_Gerlach Inc,shopping_net,6.18,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,0daaeb99d744f7d7c92dbc2cf564ce61,1348169952,41.370101,-84.08376,0
31744,2019-01-20 01:33:26,4502539526809429801,"fraud_Moen, Reinger and Murphy",grocery_pos,73.48,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1926-08-27,fa8c329e393053c276ca7f69dd3832ac,1327023206,35.850074,-91.732959,0
575483,2019-09-01 11:18:40,3541160328600277,"fraud_Robel, Cummerata and Prosacco",gas_transport,51.07,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,83af9bdbcd7cc71c39811cf2a063af62,1346498320,39.650612,-89.642021,0
268069,2019-05-12 22:12:18,3565996340207976,"fraud_Hartmann, Rowe and Hermann",travel,2.4,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,d6fae00b8c7e50db1dcb808f26cf3712,1336860738,31.956559,-106.728617,0
467573,2019-07-25 10:27:20,30082025922891,"fraud_Bahringer, Schoen and Corkery",shopping_pos,1.08,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,a1c24d2b4fc9d1060b0124f39466b1d6,1343212040,25.551826,-81.062401,0
932621,2020-01-05 18:06:19,2576709887791552,"fraud_Runte, Green and Emard",health_fitness,13.86,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,d08c4aeb3afe5e698e79252910375581,1357409179,33.515317,-117.535478,0
64962,2019-02-08 06:48:29,6523180720198790,"fraud_Reilly, Heaney and Cole",gas_transport,69.91,Alan,Taylor,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",1953-04-13,cc068e84c3959fd8e190de602d53782e,1328683709,40.687258,-73.918313,0
632554,2019-09-26 10:20:25,4474324669797121,fraud_Bogisich-Homenick,misc_net,1.7,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,8e6f7b5547f3b29ac44d11f2dec7ae4b,1348654825,37.978591,-118.765124,0
243944,2019-05-02 14:13:32,4560395181594436016,fraud_Larson-Moen,entertainment,145.65,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,41728bb86773e387f5deca5718603fc8,1335968012,38.836774,-123.393137,0
1138460,2020-04-19 17:10:43,3587044315915002,fraud_Hickle Group,shopping_pos,127.42,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,9ae3a918ccd3e78d972eed256ef32bc9,1366391443,35.487426,-88.832369,0
603340,2019-09-13 20:08:59,342952484382519,"fraud_Altenwerth, Cartwright and Koss",shopping_net,5.41,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,2f9fc3247e210b3190664bf89dbc3801,1347566939,41.242649,-74.05100999999999,0
430900,2019-07-12 12:59:49,180042946491150,fraud_Goyette-Gerhold,kids_pets,73.49,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,8975d2dcc62db2bf94cb7efc3b794e1d,1342097989,27.137939000000003,-83.40561,0
217066,2019-04-20 19:35:37,4512828414983801773,fraud_Fahey Inc,kids_pets,14.63,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,e0b17269e3333a1f43c6d6e529bdec06,1334950537,39.533848,-79.945539,0
570425,2019-08-30 22:34:43,6011367958204270,fraud_Renner Ltd,home,33.86,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,bb00e8a8a367c6d05215fad24bb74974,1346366083,41.355139,-81.771895,0
215397,2019-04-20 05:16:09,180046165512893,"fraud_Kutch, Hermiston and Farrell",gas_transport,58.93,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,eaff996af17b8ec20eb5c92c253f3f80,1334898969,45.32028,-122.223016,0
456379,2019-07-21 10:39:13,2231186809828225,fraud_Volkman PLC,food_dining,104.73,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,1957-01-15,aa223e09ec5e85730c56774b21b9f757,1342867153,32.995156,-83.7433,0
1228555,2020-05-27 21:46:13,639023984367,"fraud_Welch, Rath and Koepp",entertainment,32.84,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,d20ab10febab3fd19585085cca78a72c,1369691173,45.163195,-75.431175,0
518596,2019-08-12 00:19:24,6540981358631302,fraud_Wilkinson Ltd,entertainment,48.72,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1967-06-19,940535e97c3864d429c6a7abcc110f7b,1344730764,42.246066,-84.108098,0
722392,2019-11-04 12:05:08,345389171551808,"fraud_Hagenes, Hermann and Stroman",travel,1.51,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,9ba996998051527cb12d0c370a30c59a,1352030708,33.38035,-89.06834599999999,0
223539,2019-04-22 20:59:41,4128730454058057622,fraud_Pacocha-Weissnat,kids_pets,36.73,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,8b5ef75128192fe2dc5dd43b9a9547c0,1335128381,31.584221000000003,-95.229839,0
1052480,2020-03-12 17:36:47,561942763351,fraud_Lemke-Gutmann,shopping_net,1715.42,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,25da4974f5da75d900619643a4dcaa7d,1363109807,38.048665,-77.044944,0
182307,2019-04-05 13:36:58,3560797065840735,fraud_Gleason and Sons,kids_pets,40.84,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,6f76537cf815f8bdae5ec412a673b33f,1333633018,45.829433,-102.047278,0
566141,2019-08-29 04:48:05,6011893664860915,fraud_Stracke-Lemke,grocery_pos,196.42,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,4df5fcff478d26148a38a8cf40dd47ac,1346215685,39.043456,-104.217232,0
1220635,2020-05-25 12:03:30,6011329966782895,fraud_Crooks and Sons,personal_care,56.04,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,a303e1fd3a92be623c8ddab5cbe8f9ca,1369483410,36.880575,-95.978532,0
1178207,2020-05-06 19:36:20,213161231269724,"fraud_Kihn, Brakus and Goyette",personal_care,92.74,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,b0bb6abf517e16dc481352ac49863c31,1367868980,34.678929,-86.002344,0
1217011,2020-05-24 11:11:11,4642255475285942,"fraud_Rippin, Kub and Mann",misc_net,4.7,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,020cc3b94fd59419fa9a5621aae85820,1369393871,38.001868,-109.872454,0
42961,2019-01-26 17:14:59,340953839692349,"fraud_Reichert, Rowe and Mraz",shopping_net,285.58,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,10ae1e858586f9e6aef5fc2216420b8d,1327598099,41.763896,-83.541437,0
987003,2020-02-06 15:17:43,372509258176510,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,8.95,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,00aa16ec7353bb0531e157adcfef8b7d,1360163863,42.417449,-83.472933,0
924401,2019-12-31 21:03:12,4379260813815979609,fraud_Jakubowski Group,food_dining,3.75,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,9dd8ef00582683677a3f3a837282fdd5,1356987792,38.682107,-122.184509,0
351504,2019-06-14 05:59:21,5596347693144598,fraud_Jast and Sons,food_dining,21.54,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,95c8fa5d639785c4106b239bd30ab7fe,1339653561,29.588206,-91.183353,0
551843,2019-08-24 10:23:26,30364087349027,fraud_Lockman Ltd,grocery_pos,112.32,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,1f1ebcf4e0c16581e802892986800fc9,1345803806,35.614977,-95.22525,0
621148,2019-09-21 14:31:21,4292743669224718067,fraud_Lynch-Wisozk,home,32.71,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,e1979a520ac76124cc3c847be6ba0bf3,1348237881,38.106899,-76.178613,0
599478,2019-09-11 17:28:21,3585052663373890,fraud_Stark-Koss,home,46.22,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,3c04df1ecd633d69cdb8305711e33db0,1347384501,42.116659000000006,-76.59597600000001,0
937386,2020-01-08 12:31:12,6540981358631302,fraud_Schumm PLC,health_fitness,100.18,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1967-06-19,7fc6e7ee127a208a9d0cf710ca5e8ec2,1357648272,42.900398,-82.660735,0
975135,2020-01-30 16:31:04,346273234529002,fraud_Larson-Moen,entertainment,13.05,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,4cd935c59cab4dab2660ee707e8c6c43,1359563464,37.627855,-81.424231,0
783711,2019-11-30 23:43:02,4424338559877976,fraud_Auer LLC,personal_care,117.1,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,7d154d9c7bda1be65daad09c6e7cd87a,1354318982,41.088873,-84.00487199999999,0
684206,2019-10-19 09:19:39,4623560839669,"fraud_Mosciski, Gislason and Mertz",grocery_pos,106.14,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,b2f99aba1dc4bf0e8a9bbd07f66730c0,1350638379,42.336067,-93.685354,0
694010,2019-10-23 04:17:31,2297447006766555,fraud_Jacobi and Sons,shopping_pos,2.16,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,8434f7b0afd7bc678b69367e4e284516,1350965851,39.251973,-88.42523800000001,0
264884,2019-05-11 21:53:05,6511349151405438,fraud_Romaguera Ltd,health_fitness,42.91,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,b2df2d9c46db9a29030e05337e9bc1e7,1336773185,38.687132,-115.836416,0
503522,2019-08-06 14:16:33,6511349151405438,fraud_Bechtelar-Rippin,food_dining,80.75,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,6ccb939fcc069fb88cbfdfaadd112440,1344262593,38.995191,-115.060498,0
174232,2019-04-01 08:47:23,3523898249167098,"fraud_Lind, Huel and McClure",gas_transport,44.18,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,79c4ac1827574be02c45d016f7cd5f5e,1333270043,39.899764000000005,-72.98992700000001,0
879617,2019-12-22 06:31:50,2348245054386329,"fraud_Monahan, Bogisich and Ledner",misc_pos,9.77,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,84ee0dd71128736b419b40cd933b2bbf,1356157910,42.86068,-80.899251,0
862828,2019-12-18 04:30:26,4514242065619750,fraud_Bogisich Inc,grocery_pos,165.67,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,144c82d7542936dfed2a1df2a505621c,1355805026,41.592998,-104.77429,0
